Level,RequiredExp
2451,1213431
2452,1214173
2453,1214916
2454,1215659
2455,1216402
2456,1217146
2457,1217889
2458,1218633
2459,1219376
2460,1220120
2461,1220864
2462,1221609
2463,1222353
2464,1223097
2465,1223842
2466,1224587
2467,1225332
2468,1226077
2469,1226822
2470,1227568
2471,1228313
2472,1229059
2473,1229805
2474,1230551
2475,1231297
2476,1232043
2477,1232790
2478,1233536
2479,1234283
2480,1235030
2481,1235777
2482,1236524
2483,1237272
2484,1238019
2485,1238767
2486,1239515
2487,1240263
2488,1241011
2489,1241759
2490,1242508
2491,1243256
2492,1244005
2493,1244754
2494,1245503
2495,1246252
2496,1247001
2497,1247751
2498,1248500
2499,1249250
2500,1250000
2501,1250750
2502,1251500
2503,1252251
2504,1253001
2505,1253752
2506,1254503
2507,1255254
2508,1256005
2509,1256756
2510,1257507
2511,1258259
2512,1259011
2513,1259763
2514,1260515
2515,1261267
2516,1262019
2517,1262772
2518,1263524
2519,1264277
2520,1265030
2521,1265783
2522,1266536
2523,1267290
2524,1268043
2525,1268797
2526,1269551
2527,1270305
2528,1271059
2529,1271813
2530,1272567
2531,1273322
2532,1274077
2533,1274831
2534,1275587
2535,1276342
2536,1277097
2537,1277852
2538,1278608
2539,1279364
2540,1280120
2541,1280876
2542,1281632
2543,1282388
2544,1283145
2545,1283901
2546,1284658
2547,1285415
2548,1286172
2549,1286929
2550,1287687
2551,1288444
2552,1289202
2553,1289960
2554,1290718
2555,1291476
2556,1292234
2557,1292993
2558,1293751
2559,1294510
2560,1295269
2561,1296028
2562,1296787
2563,1297546
2564,1298306
2565,1299066
2566,1299825
2567,1300585
2568,1301345
2569,1302105
2570,1302866
2571,1303626
2572,1304387
2573,1305148
2574,1305909
2575,1306670
2576,1307431
2577,1308192
2578,1308954
2579,1309716
2580,1310477
2581,1311239
2582,1312002
2583,1312764
2584,1313526
2585,1314289
2586,1315052
2587,1315814
2588,1316577
2589,1317341
2590,1318104
2591,1318867
2592,1319631
2593,1320395
2594,1321159
2595,1321923
2596,1322687
2597,1323451
2598,1324216
2599,1324980
2600,1325745
2601,1326510
2602,1327275
2603,1328040
2604,1328806
2605,1329571
2606,1330337
2607,1331103
2608,1331869
2609,1332635
2610,1333401
2611,1334167
2612,1334934
2613,1335701
2614,1336467
2615,1337234
2616,1338002
2617,1338769
2618,1339536
2619,1340304
2620,1341072
2621,1341839
2622,1342607
2623,1343376
2624,1344144
2625,1344912
2626,1345681
2627,1346450
2628,1347219
2629,1347988
2630,1348757
2631,1349526
2632,1350296
2633,1351065
2634,1351835
2635,1352605
2636,1353375
2637,1354145
2638,1354915
2639,1355686
2640,1356457
2641,1357227
2642,1357998
2643,1358769
2644,1359541
2645,1360312
2646,1361083
2647,1361855
2648,1362627
2649,1363399
2650,1364171
2651,1364943
2652,1365716
2653,1366488
2654,1367261
2655,1368034
2656,1368807
2657,1369580
2658,1370353
2659,1371126
2660,1371900
2661,1372674
2662,1373448
2663,1374222
2664,1374996
2665,1375770
2666,1376544
2667,1377319
2668,1378094
2669,1378869
2670,1379644
2671,1380419
2672,1381194
2673,1381969
2674,1382745
2675,1383521
2676,1384297
2677,1385073
2678,1385849
2679,1386625
2680,1387402
2681,1388178
2682,1388955
2683,1389732
2684,1390509
2685,1391286
2686,1392063
2687,1392841
2688,1393618
2689,1394396
2690,1395174
2691,1395952
2692,1396730
2693,1397509
2694,1398287
2695,1399066
2696,1399845
2697,1400624
2698,1401403
2699,1402182
2700,1402961
2701,1403741
2702,1404520
2703,1405300
2704,1406080
2705,1406860
2706,1407640
2707,1408421
2708,1409201
2709,1409982
2710,1410763
2711,1411544
2712,1412325
2713,1413106
2714,1413887
2715,1414669
2716,1415450
2717,1416232
2718,1417014
2719,1417796
2720,1418578
2721,1419361
2722,1420143
2723,1420926
2724,1421709
2725,1422492
2726,1423275
2727,1424058
2728,1424841
2729,1425625
2730,1426409
2731,1427192
2732,1427976
2733,1428761
2734,1429545
2735,1430329
2736,1431114
2737,1431898
2738,1432683
2739,1433468
2740,1434253
2741,1435039
2742,1435824
2743,1436609
2744,1437395
2745,1438181
2746,1438967
2747,1439753
2748,1440539
2749,1441326
2750,1442112
2751,1442899
2752,1443686
2753,1444473
2754,1445260
2755,1446047
2756,1446834
2757,1447622
2758,1448410
2759,1449197
2760,1449985
2761,1450773
2762,1451562
2763,1452350
2764,1453139
2765,1453927
2766,1454716
2767,1455505
2768,1456294
2769,1457083
2770,1457873
2771,1458662
2772,1459452
2773,1460242
2774,1461032
2775,1461822
2776,1462612
2777,1463403
2778,1464193
2779,1464984
2780,1465775
2781,1466566
2782,1467357
2783,1468148
2784,1468939
2785,1469731
2786,1470522
2787,1471314
2788,1472106
2789,1472898
2790,1473691
2791,1474483
2792,1475275
2793,1476068
2794,1476861
2795,1477654
2796,1478447
2797,1479240
2798,1480034
2799,1480827
2800,1481621
2801,1482415
2802,1483208
2803,1484003
2804,1484797
2805,1485591
2806,1486386
2807,1487180
2808,1487975
2809,1488770
2810,1489565
2811,1490360
2812,1491156
2813,1491951
2814,1492747
2815,1493543
2816,1494338
2817,1495135
2818,1495931
2819,1496727
2820,1497524
2821,1498320
2822,1499117
2823,1499914
2824,1500711
2825,1501508
2826,1502305
2827,1503103
2828,1503901
2829,1504698
2830,1505496
2831,1506294
2832,1507092
2833,1507891
2834,1508689
2835,1509488
2836,1510286
2837,1511085
2838,1511884
2839,1512684
2840,1513483
2841,1514282
2842,1515082
2843,1515882
2844,1516681
2845,1517482
2846,1518282
2847,1519082
2848,1519882
2849,1520683
2850,1521484
2851,1522285
2852,1523085
2853,1523887
2854,1524688
2855,1525489
2856,1526291
2857,1527093
2858,1527894
2859,1528696
2860,1529498
2861,1530301
2862,1531103
2863,1531906
2864,1532708
2865,1533511
2866,1534314
2867,1535117
2868,1535920
2869,1536724
2870,1537527
2871,1538331
2872,1539135
2873,1539939
2874,1540743
2875,1541547
2876,1542351
2877,1543156
2878,1543960
2879,1544765
2880,1545570
2881,1546375
2882,1547180
2883,1547986
2884,1548791
2885,1549597
2886,1550403
2887,1551208
2888,1552015
2889,1552821
2890,1553627
2891,1554433
2892,1555240
2893,1556047
2894,1556854
2895,1557661
2896,1558468
2897,1559275
2898,1560083
2899,1560890
2900,1561698
2901,1562506
2902,1563314
2903,1564122
2904,1564930
2905,1565738
2906,1566547
2907,1567356
2908,1568164
2909,1568973
2910,1569783
2911,1570592
2912,1571401
2913,1572211
2914,1573020
2915,1573830
2916,1574640
2917,1575450
2918,1576260
2919,1577071
2920,1577881
2921,1578692
2922,1579502
2923,1580313
2924,1581124
2925,1581936
2926,1582747
2927,1583558
2928,1584370
2929,1585182
2930,1585994
2931,1586806
2932,1587618
2933,1588430
2934,1589242
2935,1590055
2936,1590868
2937,1591681
2938,1592494
2939,1593307
2940,1594120
2941,1594933
2942,1595747
2943,1596561
2944,1597374
2945,1598188
2946,1599002
2947,1599817
2948,1600631
2949,1601445
2950,1602260
2951,1603075
2952,1603890
2953,1604705
2954,1605520
2955,1606335
2956,1607151
2957,1607966
2958,1608782
2959,1609598
2960,1610414
2961,1611230
2962,1612047
2963,1612863
2964,1613680
2965,1614496
2966,1615313
2967,1616130
2968,1616947
2969,1617764
2970,1618582
2971,1619399
2972,1620217
2973,1621035
2974,1621853
2975,1622671
2976,1623489
2977,1624308
2978,1625126
2979,1625945
2980,1626763
2981,1627582
2982,1628401
2983,1629221
2984,1630040
2985,1630859
2986,1631679
2987,1632499
2988,1633319
2989,1634139
2990,1634959
2991,1635779
2992,1636599
2993,1637420
2994,1638241
2995,1639061
2996,1639882
2997,1640704
2998,1641525
2999,1642346
3000,1643168
3001,1643989
3002,1644811
3003,1645633
3004,1646455
3005,1647277
3006,1648100
3007,1648922
3008,1649745
3009,1650567
3010,1651390
3011,1652213
3012,1653037
3013,1653860
3014,1654683
3015,1655507
3016,1656331
3017,1657154
3018,1657978
3019,1658802
3020,1659627
3021,1660451
3022,1661276
3023,1662100
3024,1662925
3025,1663750
3026,1664575
3027,1665400
3028,1666226
3029,1667051
3030,1667877
3031,1668702
3032,1669528
3033,1670354
3034,1671181
3035,1672007
3036,1672833
3037,1673660
3038,1674487
3039,1675313
3040,1676140
3041,1676967
3042,1677795
3043,1678622
3044,1679450
3045,1680277
3046,1681105
3047,1681933
3048,1682761
3049,1683589
3050,1684418
3051,1685246
3052,1686075
3053,1686903
3054,1687732
3055,1688561
3056,1689390
3057,1690220
3058,1691049
3059,1691879
3060,1692708
3061,1693538
3062,1694368
3063,1695198
3064,1696028
3065,1696859
3066,1697689
3067,1698520
3068,1699351
3069,1700182
3070,1701013
3071,1701844
3072,1702675
3073,1703507
3074,1704338
3075,1705170
3076,1706002
3077,1706834
3078,1707666
3079,1708498
3080,1709331
3081,1710163
3082,1710996
3083,1711829
3084,1712662
3085,1713495
3086,1714328
3087,1715161
3088,1715995
3089,1716828
3090,1717662
3091,1718496
3092,1719330
3093,1720164
3094,1720998
3095,1721833
3096,1722667
3097,1723502
3098,1724337
3099,1725172
3100,1726007
3101,1726842
3102,1727678
3103,1728513
3104,1729349
3105,1730184
3106,1731020
3107,1731856
3108,1732693
3109,1733529
3110,1734365
3111,1735202
3112,1736039
3113,1736875
3114,1737712
3115,1738550
3116,1739387
3117,1740224
3118,1741062
3119,1741899
3120,1742737
3121,1743575
3122,1744413
3123,1745251
3124,1746090
3125,1746928
3126,1747767
3127,1748605
3128,1749444
3129,1750283
3130,1751122
3131,1751962
3132,1752801
3133,1753641
3134,1754480
3135,1755320
3136,1756160
3137,1757000
3138,1757840
3139,1758681
3140,1759521
3141,1760362
3142,1761202
3143,1762043
3144,1762884
3145,1763725
3146,1764567
3147,1765408
3148,1766250
3149,1767091
3150,1767933
3151,1768775
3152,1769617
3153,1770459
3154,1771302
3155,1772144
3156,1772987
3157,1773829
3158,1774672
3159,1775515
3160,1776359
3161,1777202
3162,1778045
3163,1778889
3164,1779732
3165,1780576
3166,1781420
3167,1782264
3168,1783108
3169,1783953
3170,1784797
3171,1785642
3172,1786487
3173,1787331
3174,1788177
3175,1789022
3176,1789867
3177,1790712
3178,1791558
3179,1792404
3180,1793249
3181,1794095
3182,1794941
3183,1795788
3184,1796634
3185,1797480
3186,1798327
3187,1799174
3188,1800021
3189,1800868
3190,1801715
3191,1802562
3192,1803409
3193,1804257
3194,1805105
3195,1805952
3196,1806800
3197,1807648
3198,1808497
3199,1809345
3200,1810193
3201,1811042
3202,1811891
3203,1812740
3204,1813589
3205,1814438
3206,1815287
3207,1816136
3208,1816986
3209,1817835
3210,1818685
3211,1819535
3212,1820385
3213,1821235
3214,1822086
3215,1822936
3216,1823787
3217,1824637
3218,1825488
3219,1826339
3220,1827190
3221,1828042
3222,1828893
3223,1829745
3224,1830596
3225,1831448
3226,1832300
3227,1833152
3228,1834004
3229,1834856
3230,1835709
3231,1836561
3232,1837414
3233,1838267
3234,1839120
3235,1839973
3236,1840826
3237,1841679
3238,1842533
3239,1843387
3240,1844240
3241,1845094
3242,1845948
3243,1846802
3244,1847657
3245,1848511
3246,1849366
3247,1850220
3248,1851075
3249,1851930
3250,1852785
3251,1853640
3252,1854496
3253,1855351
3254,1856207
3255,1857062
3256,1857918
3257,1858774
3258,1859630
3259,1860487
3260,1861343
3261,1862199
3262,1863056
3263,1863913
3264,1864770
3265,1865627
3266,1866484
3267,1867341
3268,1868199
3269,1869056
3270,1869914
3271,1870772
3272,1871630
3273,1872488
3274,1873346
3275,1874204
3276,1875063
3277,1875922
3278,1876780
3279,1877639
3280,1878498
3281,1879357
3282,1880217
3283,1881076
3284,1881935
3285,1882795
3286,1883655
3287,1884515
3288,1885375
3289,1886235
3290,1887095
3291,1887956
3292,1888816
3293,1889677
3294,1890538
3295,1891399
3296,1892260
3297,1893121
3298,1893983
3299,1894844
3300,1895706
3301,1896567
3302,1897429
3303,1898291
3304,1899153
3305,1900016
3306,1900878
3307,1901741
3308,1902603
3309,1903466
3310,1904329
3311,1905192
3312,1906055
3313,1906919
3314,1907782
3315,1908646
3316,1909509
3317,1910373
3318,1911237
3319,1912101
3320,1912965
3321,1913830
3322,1914694
3323,1915559
3324,1916424
3325,1917289
3326,1918154
3327,1919019
3328,1919884
3329,1920749
3330,1921615
3331,1922481
3332,1923346
3333,1924212
3334,1925078
3335,1925944
3336,1926811
3337,1927677
3338,1928544
3339,1929410
3340,1930277
3341,1931144
3342,1932011
3343,1932879
3344,1933746
3345,1934613
3346,1935481
3347,1936349
3348,1937217
3349,1938085
3350,1938953
3351,1939821
3352,1940689
3353,1941558
3354,1942426
3355,1943295
3356,1944164
3357,1945033
3358,1945902
3359,1946772
3360,1947641
3361,1948511
3362,1949380
3363,1950250
3364,1951120
3365,1951990
3366,1952860
3367,1953731
3368,1954601
3369,1955472
3370,1956342
3371,1957213
3372,1958084
3373,1958955
3374,1959826
3375,1960698
3376,1961569
3377,1962441
3378,1963313
3379,1964185
3380,1965057
3381,1965929
3382,1966801
3383,1967673
3384,1968546
3385,1969418
3386,1970291
3387,1971164
3388,1972037
3389,1972910
3390,1973784
3391,1974657
3392,1975531
3393,1976404
3394,1977278
3395,1978152
3396,1979026
3397,1979900
3398,1980775
3399,1981649
3400,1982524
3401,1983398
3402,1984273
3403,1985148
3404,1986023
3405,1986898
3406,1987774
3407,1988649
3408,1989525
3409,1990401
3410,1991277
3411,1992152
3412,1993029
3413,1993905
3414,1994781
3415,1995658
3416,1996534
3417,1997411
3418,1998288
3419,1999165
3420,2000042
3421,2000919
3422,2001797
3423,2002674
3424,2003552
3425,2004430
3426,2005308
3427,2006186
3428,2007064
3429,2007942
3430,2008821
3431,2009699
3432,2010578
3433,2011457
3434,2012336
3435,2013215
3436,2014094
3437,2014973
3438,2015853
3439,2016732
3440,2017612
3441,2018492
3442,2019372
3443,2020252
3444,2021132
3445,2022013
3446,2022893
3447,2023774
3448,2024654
3449,2025535
3450,2026416
3451,2027297
3452,2028179
3453,2029060
3454,2029941
3455,2030823
3456,2031705
3457,2032587
3458,2033469
3459,2034351
3460,2035233
3461,2036115
3462,2036998
3463,2037881
3464,2038763
3465,2039646
3466,2040529
3467,2041412
3468,2042296
3469,2043179
3470,2044063
3471,2044946
3472,2045830
3473,2046714
3474,2047598
3475,2048482
3476,2049367
3477,2050251
3478,2051136
3479,2052020
3480,2052905
3481,2053790
3482,2054675
3483,2055560
3484,2056446
3485,2057331
3486,2058217
3487,2059102
3488,2059988
3489,2060874
3490,2061760
3491,2062646
3492,2063533
3493,2064419
3494,2065306
3495,2066192
3496,2067079
3497,2067966
3498,2068853
3499,2069741
3500,2070628
3501,2071515
3502,2072403
3503,2073291
3504,2074179
3505,2075067
3506,2075955
3507,2076843
3508,2077731
3509,2078620
3510,2079508
3511,2080397
3512,2081286
3513,2082175
3514,2083064
3515,2083953
3516,2084843
3517,2085732
3518,2086622
3519,2087512
3520,2088401
3521,2089292
3522,2090182
3523,2091072
3524,2091962
3525,2092853
3526,2093743
3527,2094634
3528,2095525
3529,2096416
3530,2097307
3531,2098199
3532,2099090
3533,2099981
3534,2100873
3535,2101765
3536,2102657
3537,2103549
3538,2104441
3539,2105333
3540,2106226
3541,2107118
3542,2108011
3543,2108904
3544,2109797
3545,2110690
3546,2111583
3547,2112476
3548,2113369
3549,2114263
3550,2115157
3551,2116050
3552,2116944
3553,2117838
3554,2118733
3555,2119627
3556,2120521
3557,2121416
3558,2122310
3559,2123205
3560,2124100
3561,2124995
3562,2125890
3563,2126786
3564,2127681
3565,2128577
3566,2129472
3567,2130368
3568,2131264
3569,2132160
3570,2133056
3571,2133953
3572,2134849
3573,2135746
3574,2136642
3575,2137539
3576,2138436
3577,2139333
3578,2140230
3579,2141128
3580,2142025
3581,2142923
3582,2143820
3583,2144718
3584,2145616
3585,2146514
3586,2147412
3587,2148311
3588,2149209
3589,2150108
3590,2151006
3591,2151905
3592,2152804
3593,2153703
3594,2154602
3595,2155502
3596,2156401
3597,2157301
3598,2158200
3599,2159100
3600,2160000
3601,2160900
3602,2161800
3603,2162701
3604,2163601
3605,2164502
3606,2165402
3607,2166303
3608,2167204
3609,2168105
3610,2169006
3611,2169908
3612,2170809
3613,2171711
3614,2172612
3615,2173514
3616,2174416
3617,2175318
3618,2176220
3619,2177123
3620,2178025
3621,2178928
3622,2179830
3623,2180733
3624,2181636
3625,2182539
3626,2183442
3627,2184346
3628,2185249
3629,2186152
3630,2187056
3631,2187960
3632,2188864
3633,2189768
3634,2190672
3635,2191576
3636,2192481
3637,2193385
3638,2194290
3639,2195195
3640,2196100
3641,2197005
3642,2197910
3643,2198815
3644,2199721
3645,2200626
3646,2201532
3647,2202438
3648,2203344
3649,2204250
3650,2205156
3651,2206062
3652,2206969
3653,2207875
3654,2208782
3655,2209689
3656,2210595
3657,2211503
3658,2212410
3659,2213317
3660,2214224
3661,2215132
3662,2216040
3663,2216947
3664,2217855
3665,2218763
3666,2219671
3667,2220580
3668,2221488
3669,2222397
3670,2223305
3671,2224214
3672,2225123
3673,2226032
3674,2226941
3675,2227850
3676,2228760
3677,2229669
3678,2230579
3679,2231489
3680,2232399
3681,2233309
3682,2234219
3683,2235129
3684,2236039
3685,2236950
3686,2237860
3687,2238771
3688,2239682
3689,2240593
3690,2241504
3691,2242415
3692,2243327
3693,2244238
3694,2245150
3695,2246062
3696,2246973
3697,2247885
3698,2248798
3699,2249710
3700,2250622
3701,2251535
3702,2252447
3703,2253360
3704,2254273
3705,2255186
3706,2256099
3707,2257012
3708,2257925
3709,2258839
3710,2259752
3711,2260666
3712,2261580
3713,2262494
3714,2263408
3715,2264322
3716,2265237
3717,2266151
3718,2267066
3719,2267980
3720,2268895
3721,2269810
3722,2270725
3723,2271640
3724,2272556
3725,2273471
3726,2274387
3727,2275302
3728,2276218
3729,2277134
3730,2278050
3731,2278966
3732,2279882
3733,2280799
3734,2281715
3735,2282632
3736,2283549
3737,2284466
3738,2285383
3739,2286300
3740,2287217
3741,2288135
3742,2289052
3743,2289970
3744,2290887
3745,2291805
3746,2292723
3747,2293642
3748,2294560
3749,2295478
3750,2296397
3751,2297315
3752,2298234
3753,2299153
3754,2300072
3755,2300991
3756,2301910
3757,2302830
3758,2303749
3759,2304669
3760,2305588
3761,2306508
3762,2307428
3763,2308348
3764,2309268
3765,2310189
3766,2311109
3767,2312030
3768,2312951
3769,2313871
3770,2314792
3771,2315713
3772,2316635
3773,2317556
3774,2318477
3775,2319399
3776,2320321
3777,2321242
3778,2322164
3779,2323086
3780,2324008
3781,2324931
3782,2325853
3783,2326776
3784,2327698
3785,2328621
3786,2329544
3787,2330467
3788,2331390
3789,2332313
3790,2333237
3791,2334160
3792,2335084
3793,2336008
3794,2336932
3795,2337856
3796,2338780
3797,2339704
3798,2340628
3799,2341553
3800,2342477
3801,2343402
3802,2344327
3803,2345252
3804,2346177
3805,2347102
3806,2348027
3807,2348953
3808,2349879
3809,2350804
3810,2351730
3811,2352656
3812,2353582
3813,2354508
3814,2355435
3815,2356361
3816,2357287
3817,2358214
3818,2359141
3819,2360068
3820,2360995
3821,2361922
3822,2362849
3823,2363777
3824,2364704
3825,2365632
3826,2366560
3827,2367487
3828,2368415
3829,2369344
3830,2370272
3831,2371200
3832,2372129
3833,2373057
3834,2373986
3835,2374915
3836,2375844
3837,2376773
3838,2377702
3839,2378632
3840,2379561
3841,2380491
3842,2381420
3843,2382350
3844,2383280
3845,2384210
3846,2385140
3847,2386071
3848,2387001
3849,2387932
3850,2388862
3851,2389793
3852,2390724
3853,2391655
3854,2392586
3855,2393517
3856,2394449
3857,2395380
3858,2396312
3859,2397244
3860,2398175
3861,2399107
3862,2400040
3863,2400972
3864,2401904
3865,2402837
3866,2403769
3867,2404702
3868,2405635
3869,2406568
3870,2407501
3871,2408434
3872,2409367
3873,2410301
3874,2411234
3875,2412168
3876,2413102
3877,2414036
3878,2414970
3879,2415904
3880,2416838
3881,2417773
3882,2418707
3883,2419642
3884,2420577
3885,2421511
3886,2422447
3887,2423382
3888,2424317
3889,2425252
3890,2426188
3891,2427123
3892,2428059
3893,2428995
3894,2429931
3895,2430867
3896,2431803
3897,2432740
3898,2433676
3899,2434613
3900,2435549
3901,2436486
3902,2437423
3903,2438360
3904,2439297
3905,2440234
3906,2441172
3907,2442109
3908,2443047
3909,2443985
3910,2444923
3911,2445861
3912,2446799
3913,2447737
3914,2448675
3915,2449614
3916,2450553
3917,2451491
3918,2452430
3919,2453369
3920,2454308
3921,2455247
3922,2456187
3923,2457126
3924,2458066
3925,2459005
3926,2459945
3927,2460885
3928,2461825
3929,2462765
3930,2463706
3931,2464646
3932,2465587
3933,2466527
3934,2467468
3935,2468409
3936,2469350
3937,2470291
3938,2471232
3939,2472174
3940,2473115
3941,2474057
3942,2474998
3943,2475940
3944,2476882
3945,2477824
3946,2478767
3947,2479709
3948,2480651
3949,2481594
3950,2482537
3951,2483479
3952,2484422
3953,2485365
3954,2486308
3955,2487252
3956,2488195
3957,2489139
3958,2490082
3959,2491026
3960,2491970
3961,2492914
3962,2493858
3963,2494802
3964,2495746
3965,2496691
3966,2497636
3967,2498580
3968,2499525
3969,2500470
3970,2501415
3971,2502360
3972,2503306
3973,2504251
3974,2505196
3975,2506142
3976,2507088
3977,2508034
3978,2508980
3979,2509926
3980,2510872
3981,2511819
3982,2512765
3983,2513712
3984,2514658
3985,2515605
3986,2516552
3987,2517499
3988,2518446
3989,2519394
3990,2520341
3991,2521289
3992,2522236
3993,2523184
3994,2524132
3995,2525080
3996,2526028
3997,2526977
3998,2527925
3999,2528874
4000,2529822
4001,2530771
4002,2531720
4003,2532669
4004,2533618
4005,2534567
4006,2535516
4007,2536466
4008,2537415
4009,2538365
4010,2539315
4011,2540265
4012,2541215
4013,2542165
4014,2543115
4015,2544066
4016,2545016
4017,2545967
4018,2546918
4019,2547868
4020,2548819
4021,2549771
4022,2550722
4023,2551673
4024,2552625
4025,2553576
4026,2554528
4027,2555480
4028,2556432
4029,2557384
4030,2558336
4031,2559288
4032,2560241
4033,2561193
4034,2562146
4035,2563099
4036,2564051
4037,2565004
4038,2565958
4039,2566911
4040,2567864
4041,2568818
4042,2569771
4043,2570725
4044,2571679
4045,2572633
4046,2573587
4047,2574541
4048,2575495
4049,2576450
4050,2577404
4051,2578359
4052,2579314
4053,2580269
4054,2581224
4055,2582179
4056,2583134
4057,2584089
4058,2585045
4059,2586000
4060,2586956
4061,2587912
4062,2588868
4063,2589824
4064,2590780
4065,2591736
4066,2592693
4067,2593649
4068,2594606
4069,2595563
4070,2596520
4071,2597477
4072,2598434
4073,2599391
4074,2600348
4075,2601306
4076,2602263
4077,2603221
4078,2604179
4079,2605137
4080,2606095
4081,2607053
4082,2608011
4083,2608970
4084,2609928
4085,2610887
4086,2611846
4087,2612805
4088,2613764
4089,2614723
4090,2615682
4091,2616641
4092,2617601
4093,2618561
4094,2619520
4095,2620480
4096,2621440
4097,2622400
4098,2623360
4099,2624321
4100,2625281
4101,2626241
4102,2627202
4103,2628163
4104,2629124
4105,2630085
4106,2631046
4107,2632007
4108,2632968
4109,2633930
4110,2634891
4111,2635853
4112,2636815
4113,2637777
4114,2638739
4115,2639701
4116,2640663
4117,2641626
4118,2642588
4119,2643551
4120,2644514
4121,2645477
4122,2646440
4123,2647403
4124,2648366
4125,2649329
4126,2650293
4127,2651256
4128,2652220
4129,2653184
4130,2654148
4131,2655112
4132,2656076
4133,2657040
4134,2658004
4135,2658969
4136,2659934
4137,2660898
4138,2661863
4139,2662828
4140,2663793
4141,2664758
4142,2665724
4143,2666689
4144,2667655
4145,2668620
4146,2669586
4147,2670552
4148,2671518
4149,2672484
4150,2673450
4151,2674417
4152,2675383
4153,2676350
4154,2677317
4155,2678283
4156,2679250
4157,2680217
4158,2681185
4159,2682152
4160,2683119
4161,2684087
4162,2685055
4163,2686022
4164,2686990
4165,2687958
4166,2688926
4167,2689895
4168,2690863
4169,2691831
4170,2692800
4171,2693769
4172,2694737
4173,2695706
4174,2696675
4175,2697645
4176,2698614
4177,2699583
4178,2700553
4179,2701522
4180,2702492
4181,2703462
4182,2704432
4183,2705402
4184,2706372
4185,2707342
4186,2708313
4187,2709283
4188,2710254
4189,2711225
4190,2712196
4191,2713167
4192,2714138
4193,2715109
4194,2716081
4195,2717052
4196,2718024
4197,2718995
4198,2719967
4199,2720939
4200,2721911
4201,2722883
4202,2723856
4203,2724828
4204,2725800
4205,2726773
4206,2727746
4207,2728719
4208,2729692
4209,2730665
4210,2731638
4211,2732611
4212,2733585
4213,2734558
4214,2735532
4215,2736506
4216,2737480
4217,2738454
4218,2739428
4219,2740402
4220,2741376
4221,2742351
4222,2743326
4223,2744300
4224,2745275
4225,2746250
4226,2747225
4227,2748200
4228,2749176
4229,2750151
4230,2751126
4231,2752102
4232,2753078
4233,2754054
4234,2755030
4235,2756006
4236,2756982
4237,2757958
4238,2758935
4239,2759911
4240,2760888
4241,2761865
4242,2762842
4243,2763819
4244,2764796
4245,2765773
4246,2766750
4247,2767728
4248,2768705
4249,2769683
4250,2770661
4251,2771639
4252,2772617
4253,2773595
4254,2774573
4255,2775552
4256,2776530
4257,2777509
4258,2778488
4259,2779467
4260,2780446
4261,2781425
4262,2782404
4263,2783383
4264,2784363
4265,2785342
4266,2786322
4267,2787302
4268,2788281
4269,2789261
4270,2790242
4271,2791222
4272,2792202
4273,2793183
4274,2794163
4275,2795144
4276,2796125
4277,2797106
4278,2798087
4279,2799068
4280,2800049
4281,2801031
4282,2802012
4283,2802994
4284,2803975
4285,2804957
4286,2805939
4287,2806921
4288,2807903
4289,2808886
4290,2809868
4291,2810851
4292,2811833
4293,2812816
4294,2813799
4295,2814782
4296,2815765
4297,2816748
4298,2817732
4299,2818715
4300,2819699
4301,2820682
4302,2821666
4303,2822650
4304,2823634
4305,2824618
4306,2825602
4307,2826587
4308,2827571
4309,2828556
4310,2829540
4311,2830525
4312,2831510
4313,2832495
4314,2833480
4315,2834466
4316,2835451
4317,2836437
4318,2837422
4319,2838408
4320,2839394
4321,2840380
4322,2841366
4323,2842352
4324,2843338
4325,2844325
4326,2845311
4327,2846298
4328,2847285
4329,2848271
4330,2849258
4331,2850246
4332,2851233
4333,2852220
4334,2853208
4335,2854195
4336,2855183
4337,2856171
4338,2857158
4339,2858146
4340,2859135
4341,2860123
4342,2861111
4343,2862100
4344,2863088
4345,2864077
4346,2865066
4347,2866055
4348,2867044
4349,2868033
4350,2869022
4351,2870011
4352,2871001
4353,2871991
4354,2872980
4355,2873970
4356,2874960
4357,2875950
4358,2876940
4359,2877931
4360,2878921
4361,2879911
4362,2880902
4363,2881893
4364,2882884
4365,2883875
4366,2884866
4367,2885857
4368,2886848
4369,2887840
4370,2888831
4371,2889823
4372,2890815
4373,2891806
4374,2892798
4375,2893790
4376,2894783
4377,2895775
4378,2896767
4379,2897760
4380,2898753
4381,2899745
4382,2900738
4383,2901731
4384,2902724
4385,2903718
4386,2904711
4387,2905705
4388,2906698
4389,2907692
4390,2908686
4391,2909680
4392,2910674
4393,2911668
4394,2912662
4395,2913656
4396,2914651
4397,2915645
4398,2916640
4399,2917635
4400,2918630
4401,2919625
4402,2920620
4403,2921615
4404,2922611
4405,2923606
4406,2924602
4407,2925597
4408,2926593
4409,2927589
4410,2928585
4411,2929582
4412,2930578
4413,2931574
4414,2932571
4415,2933567
4416,2934564
4417,2935561
4418,2936558
4419,2937555
4420,2938552
4421,2939549
4422,2940547
4423,2941544
4424,2942542
4425,2943540
4426,2944538
4427,2945536
4428,2946534
4429,2947532
4430,2948530
4431,2949529
4432,2950527
4433,2951526
4434,2952525
4435,2953524
4436,2954523
4437,2955522
4438,2956521
4439,2957520
4440,2958520
4441,2959519
4442,2960519
4443,2961519
4444,2962519
4445,2963519
4446,2964519
4447,2965519
4448,2966519
