StageId,StageType,BGM,EnemyIds,HPRate,AtkRate,DefRate,RewardRate,InitCount,AddCount,BossEnemyId,RewardType,BossRewardAmount,BossStatRate
144,Cave,BGM_Cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,8.15,8.15,8.15,8.15,40,20,Skeleton_Shield,SkillGem,100,81.5
145,Cave,BGM_Cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,8.2,8.2,8.2,8.2,40,20,Skeleton_Knight,Diamond,1000,82
146,Cave,BGM_Cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,8.25,8.25,8.25,8.25,40,20,Skeleton_Archer,EnhanceStone,100,82.5
147,Cave,BGM_Cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,8.3,8.3,8.3,8.3,40,20,Skeleton_Warrior,SkillGem,100,83
148,Cave,BGM_Cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,8.35,8.35,8.35,8.35,40,20,Skeleton_Shield,Diamond,1000,83.5
149,Cave,BGM_Cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,8.4,8.4,8.4,8.4,40,20,Skeleton_Knight,EnhanceStone,100,84
150,Cave,BGM_Cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,8.45,8.45,8.45,8.45,40,20,Skeleton_Archer,SkillGem,100,84.5
151,Cave,BGM_Cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,8.5,8.5,8.5,8.5,40,20,Skeleton_Warrior,Diamond,1000,85
152,Cave,BGM_Cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,8.55,8.55,8.55,8.55,40,20,Skeleton_Shield,EnhanceStone,100,85.5
153,Cave,BGM_Cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,8.6,8.6,8.6,8.6,40,20,Skeleton_Knight,SkillGem,100,86
154,Cave,BGM_Cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,8.65,8.65,8.65,8.65,40,20,Skeleton_Archer,Diamond,1000,86.5
155,Cave,BGM_Cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,8.7,8.7,8.7,8.7,40,20,Skeleton_Warrior,EnhanceStone,100,87
156,Cave,BGM_Cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,8.75,8.75,8.75,8.75,40,20,Skeleton_Shield,SkillGem,100,87.5
157,Cave,BGM_Cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,8.8,8.8,8.8,8.8,40,20,Skeleton_Knight,Diamond,1000,88
158,Cave,BGM_Cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,8.85,8.85,8.85,8.85,40,20,Skeleton_Archer,EnhanceStone,100,88.5
159,Cave,BGM_Cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,8.9,8.9,8.9,8.9,40,20,Skeleton_Warrior,SkillGem,100,89
160,Cave,BGM_Cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,8.95,8.95,8.95,8.95,40,20,Skeleton_Shield,Diamond,1000,89.5
161,Cave,BGM_Cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,9,9,9,9,40,20,Skeleton_Knight,EnhanceStone,100,90
162,Cave,BGM_Cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,9.05,9.05,9.05,9.05,40,20,Skeleton_Archer,SkillGem,100,90.5
163,Cave,BGM_Cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,9.1,9.1,9.1,9.1,40,20,Skeleton_Warrior,Diamond,1000,91
164,Cave,BGM_Cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,9.15,9.15,9.15,9.15,40,20,Skeleton_Shield,EnhanceStone,100,91.5
165,Cave,BGM_Cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,9.2,9.2,9.2,9.2,40,20,Skeleton_Knight,SkillGem,100,92
166,Cave,BGM_Cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,9.25,9.25,9.25,9.25,40,20,Skeleton_Archer,Diamond,1000,92.5
167,Cave,BGM_Cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,9.3,9.3,9.3,9.3,40,20,Skeleton_Warrior,EnhanceStone,100,93
168,Cave,BGM_Cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,9.35,9.35,9.35,9.35,40,20,Skeleton_Shield,SkillGem,100,93.5
169,Cave,BGM_Cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,9.4,9.4,9.4,9.4,40,20,Skeleton_Knight,Diamond,1000,94
170,Cave,BGM_Cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,9.45,9.45,9.45,9.45,40,20,Skeleton_Archer,EnhanceStone,100,94.5
171,Cave,BGM_Cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,9.5,9.5,9.5,9.5,40,20,Skeleton_Warrior,SkillGem,100,95
172,Cave,BGM_Cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,9.55,9.55,9.55,9.55,40,20,Skeleton_Shield,Diamond,1000,95.5
173,Cave,BGM_Cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,9.6,9.6,9.6,9.6,40,20,Skeleton_Knight,EnhanceStone,100,96
174,Cave,BGM_Cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,9.65,9.65,9.65,9.65,40,20,Skeleton_Archer,SkillGem,100,96.5
175,Cave,BGM_Cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,9.7,9.7,9.7,9.7,40,20,Skeleton_Warrior,Diamond,1000,97
176,Cave,BGM_Cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,9.75,9.75,9.75,9.75,40,20,Skeleton_Shield,EnhanceStone,100,97.5
177,Cave,BGM_Cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,9.8,9.8,9.8,9.8,40,20,Skeleton_Knight,SkillGem,100,98
178,Cave,BGM_Cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,9.85,9.85,9.85,9.85,40,20,Skeleton_Archer,Diamond,1000,98.5
179,Cave,BGM_Cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,9.9,9.9,9.9,9.9,40,20,Skeleton_Warrior,EnhanceStone,100,99
180,Cave,BGM_Cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,9.95,9.95,9.95,9.95,40,20,Skeleton_Shield,SkillGem,100,99.5
181,Cave,BGM_Cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,10,10,10,10,40,20,Skeleton_Knight,Diamond,1000,100
182,Cave,BGM_Cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,10.05,10.05,10.05,10.05,40,20,Skeleton_Archer,EnhanceStone,100,100.5
183,Cave,BGM_Cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,10.1,10.1,10.1,10.1,40,20,Skeleton_Warrior,SkillGem,100,101
184,Cave,BGM_Cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,10.15,10.15,10.15,10.15,40,20,Skeleton_Shield,Diamond,1000,101.5
185,Cave,BGM_Cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,10.2,10.2,10.2,10.2,40,20,Skeleton_Knight,EnhanceStone,100,102
186,Cave,BGM_Cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,10.25,10.25,10.25,10.25,40,20,Skeleton_Archer,SkillGem,100,102.5
187,Cave,BGM_Cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,10.3,10.3,10.3,10.3,40,20,Skeleton_Warrior,Diamond,1000,103
188,Cave,BGM_Cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,10.35,10.35,10.35,10.35,40,20,Skeleton_Shield,EnhanceStone,100,103.5
189,Cave,BGM_Cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,10.4,10.4,10.4,10.4,40,20,Skeleton_Knight,SkillGem,100,104
190,Cave,BGM_Cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,10.45,10.45,10.45,10.45,40,20,Skeleton_Archer,Diamond,1000,104.5
191,Cave,BGM_Cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,10.5,10.5,10.5,10.5,40,20,Skeleton_Warrior,EnhanceStone,100,105
192,Cave,BGM_Cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,10.55,10.55,10.55,10.55,40,20,Skeleton_Shield,SkillGem,100,105.5
193,Cave,BGM_Cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,10.6,10.6,10.6,10.6,40,20,Skeleton_Knight,Diamond,1000,106
194,Cave,BGM_Cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,10.65,10.65,10.65,10.65,40,20,Skeleton_Archer,EnhanceStone,100,106.5
195,Cave,BGM_Cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,10.7,10.7,10.7,10.7,40,20,Skeleton_Warrior,SkillGem,100,107
196,Cave,BGM_Cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,10.75,10.75,10.75,10.75,40,20,Skeleton_Shield,Diamond,1000,107.5
197,Cave,BGM_Cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,10.8,10.8,10.8,10.8,40,20,Skeleton_Knight,EnhanceStone,100,108
198,Cave,BGM_Cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,10.85,10.85,10.85,10.85,40,20,Skeleton_Archer,SkillGem,100,108.5
199,Cave,BGM_Cave,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,10.9,10.9,10.9,10.9,40,20,Skeleton_Warrior,Diamond,1000,109
200,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,10.95,10.95,10.95,10.95,40,20,Skeleton_Shield,EnhanceStone,100,109.5
201,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,11,11,11,11,40,20,Skeleton_Knight,SkillGem,100,110
202,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,11.05,11.05,11.05,11.05,40,20,Skeleton_Archer,Diamond,1000,110.5
203,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,11.1,11.1,11.1,11.1,40,20,Skeleton_Warrior,EnhanceStone,100,111
204,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,11.15,11.15,11.15,11.15,40,20,Skeleton_Shield,SkillGem,100,111.5
205,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,11.2,11.2,11.2,11.2,40,20,Skeleton_Knight,Diamond,1000,112
206,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,11.25,11.25,11.25,11.25,40,20,Skeleton_Archer,EnhanceStone,100,112.5
207,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,11.3,11.3,11.3,11.3,40,20,Skeleton_Warrior,SkillGem,100,113
208,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,11.35,11.35,11.35,11.35,40,20,Skeleton_Shield,Diamond,1000,113.5
209,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,11.4,11.4,11.4,11.4,40,20,Skeleton_Knight,EnhanceStone,100,114
210,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,11.45,11.45,11.45,11.45,40,20,Skeleton_Archer,SkillGem,100,114.5
211,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,11.5,11.5,11.5,11.5,40,20,Skeleton_Warrior,Diamond,1000,115
212,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,11.55,11.55,11.55,11.55,40,20,Skeleton_Shield,EnhanceStone,100,115.5
213,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,11.6,11.6,11.6,11.6,40,20,Skeleton_Knight,SkillGem,100,116
214,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,11.65,11.65,11.65,11.65,40,20,Skeleton_Archer,Diamond,1000,116.5
215,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,11.7,11.7,11.7,11.7,40,20,Skeleton_Warrior,EnhanceStone,100,117
216,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,11.75,11.75,11.75,11.75,40,20,Skeleton_Shield,SkillGem,100,117.5
217,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,11.8,11.8,11.8,11.8,40,20,Skeleton_Knight,Diamond,1000,118
218,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,11.85,11.85,11.85,11.85,40,20,Skeleton_Archer,EnhanceStone,100,118.5
219,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,11.9,11.9,11.9,11.9,40,20,Skeleton_Warrior,SkillGem,100,119
220,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,11.95,11.95,11.95,11.95,40,20,Skeleton_Shield,Diamond,1000,119.5
221,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,12,12,12,12,40,20,Skeleton_Knight,EnhanceStone,100,120
222,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,12.05,12.05,12.05,12.05,40,20,Skeleton_Archer,SkillGem,100,120.5
223,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,12.1,12.1,12.1,12.1,40,20,Skeleton_Warrior,Diamond,1000,121
224,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,12.15,12.15,12.15,12.15,40,20,Skeleton_Shield,EnhanceStone,100,121.5
225,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,12.2,12.2,12.2,12.2,40,20,Skeleton_Knight,SkillGem,100,122
226,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,12.25,12.25,12.25,12.25,40,20,Skeleton_Archer,Diamond,1000,122.5
227,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,12.3,12.3,12.3,12.3,40,20,Skeleton_Warrior,EnhanceStone,100,123
228,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,12.35,12.35,12.35,12.35,40,20,Skeleton_Shield,SkillGem,100,123.5
229,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,12.4,12.4,12.4,12.4,40,20,Skeleton_Knight,Diamond,1000,124
230,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,12.45,12.45,12.45,12.45,40,20,Skeleton_Archer,EnhanceStone,100,124.5
231,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,12.5,12.5,12.5,12.5,40,20,Skeleton_Warrior,SkillGem,100,125
232,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,12.55,12.55,12.55,12.55,40,20,Skeleton_Shield,Diamond,1000,125.5
233,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,12.6,12.6,12.6,12.6,40,20,Skeleton_Knight,EnhanceStone,100,126
234,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,12.65,12.65,12.65,12.65,40,20,Skeleton_Archer,SkillGem,100,126.5
235,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,12.7,12.7,12.7,12.7,40,20,Skeleton_Warrior,Diamond,1000,127
236,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,12.75,12.75,12.75,12.75,40,20,Skeleton_Shield,EnhanceStone,100,127.5
237,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,12.8,12.8,12.8,12.8,40,20,Skeleton_Knight,SkillGem,100,128
238,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,12.85,12.85,12.85,12.85,40,20,Skeleton_Archer,Diamond,1000,128.5
239,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,12.9,12.9,12.9,12.9,40,20,Skeleton_Warrior,EnhanceStone,100,129
240,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,12.95,12.95,12.95,12.95,40,20,Skeleton_Shield,SkillGem,100,129.5
241,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,13,13,13,13,40,20,Skeleton_Knight,Diamond,1000,130
242,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,13.05,13.05,13.05,13.05,40,20,Skeleton_Archer,EnhanceStone,100,130.5
243,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,13.1,13.1,13.1,13.1,40,20,Skeleton_Warrior,SkillGem,100,131
244,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,13.15,13.15,13.15,13.15,40,20,Skeleton_Shield,Diamond,1000,131.5
245,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,13.2,13.2,13.2,13.2,40,20,Skeleton_Knight,EnhanceStone,100,132
246,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,13.25,13.25,13.25,13.25,40,20,Skeleton_Archer,SkillGem,100,132.5
247,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,13.3,13.3,13.3,13.3,40,20,Skeleton_Warrior,Diamond,1000,133
248,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,13.35,13.35,13.35,13.35,40,20,Skeleton_Shield,EnhanceStone,100,133.5
249,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,13.4,13.4,13.4,13.4,40,20,Skeleton_Knight,SkillGem,100,134
250,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,13.45,13.45,13.45,13.45,40,20,Skeleton_Archer,Diamond,1000,134.5
251,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,13.5,13.5,13.5,13.5,40,20,Skeleton_Warrior,EnhanceStone,100,135
252,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,13.55,13.55,13.55,13.55,40,20,Skeleton_Shield,SkillGem,100,135.5
253,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,13.6,13.6,13.6,13.6,40,20,Skeleton_Knight,Diamond,1000,136
254,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,13.65,13.65,13.65,13.65,40,20,Skeleton_Archer,EnhanceStone,100,136.5
255,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,13.7,13.7,13.7,13.7,40,20,Skeleton_Warrior,SkillGem,100,137
256,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,13.75,13.75,13.75,13.75,40,20,Skeleton_Shield,Diamond,1000,137.5
257,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,13.8,13.8,13.8,13.8,40,20,Skeleton_Knight,EnhanceStone,100,138
258,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,13.85,13.85,13.85,13.85,40,20,Skeleton_Archer,SkillGem,100,138.5
259,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,13.9,13.9,13.9,13.9,40,20,Skeleton_Warrior,Diamond,1000,139
260,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,13.95,13.95,13.95,13.95,40,20,Skeleton_Shield,EnhanceStone,100,139.5
261,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,14,14,14,14,40,20,Skeleton_Knight,SkillGem,100,140
262,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,14.05,14.05,14.05,14.05,40,20,Skeleton_Archer,Diamond,1000,140.5
263,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,14.1,14.1,14.1,14.1,40,20,Skeleton_Warrior,EnhanceStone,100,141
264,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,14.15,14.15,14.15,14.15,40,20,Skeleton_Shield,SkillGem,100,141.5
265,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,14.2,14.2,14.2,14.2,40,20,Skeleton_Knight,Diamond,1000,142
266,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,14.25,14.25,14.25,14.25,40,20,Skeleton_Archer,EnhanceStone,100,142.5
267,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,14.3,14.3,14.3,14.3,40,20,Skeleton_Warrior,SkillGem,100,143
268,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,14.35,14.35,14.35,14.35,40,20,Skeleton_Shield,Diamond,1000,143.5
269,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,14.4,14.4,14.4,14.4,40,20,Skeleton_Knight,EnhanceStone,100,144
270,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,14.45,14.45,14.45,14.45,40,20,Skeleton_Archer,SkillGem,100,144.5
271,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,14.5,14.5,14.5,14.5,40,20,Skeleton_Warrior,Diamond,1000,145
272,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,14.55,14.55,14.55,14.55,40,20,Skeleton_Shield,EnhanceStone,100,145.5
273,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,14.6,14.6,14.6,14.6,40,20,Skeleton_Knight,SkillGem,100,146
274,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,14.65,14.65,14.65,14.65,40,20,Skeleton_Archer,Diamond,1000,146.5
275,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,14.7,14.7,14.7,14.7,40,20,Skeleton_Warrior,EnhanceStone,100,147
276,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,14.75,14.75,14.75,14.75,40,20,Skeleton_Shield,SkillGem,100,147.5
277,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,14.8,14.8,14.8,14.8,40,20,Skeleton_Knight,Diamond,1000,148
278,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,14.85,14.85,14.85,14.85,40,20,Skeleton_Archer,EnhanceStone,100,148.5
279,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,14.9,14.9,14.9,14.9,40,20,Skeleton_Warrior,SkillGem,100,149
280,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,14.95,14.95,14.95,14.95,40,20,Skeleton_Shield,Diamond,1000,149.5
281,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,15,15,15,15,40,20,Skeleton_Knight,EnhanceStone,100,150
282,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,15.05,15.05,15.05,15.05,40,20,Skeleton_Archer,SkillGem,100,150.5
283,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,15.1,15.1,15.1,15.1,40,20,Skeleton_Warrior,Diamond,1000,151
284,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,15.15,15.15,15.15,15.15,40,20,Skeleton_Shield,EnhanceStone,100,151.5
285,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,15.2,15.2,15.2,15.2,40,20,Skeleton_Knight,SkillGem,100,152
286,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,15.25,15.25,15.25,15.25,40,20,Skeleton_Archer,Diamond,1000,152.5
287,Forest,BGM_Forest,Skeleton_Knight;Skeleton_Archer;Skeleton_Warrior;Skeleton_Shield,15.3,15.3,15.3,15.3,40,20,Skeleton_Warrior,EnhanceStone,100,153
